x_np (nm),y_np (nm),z_np (nm),freq (Hz),T (1),A (1),R (1),R+T+A (1),Domain Probe 1 (W),Effective mode index (1)
350,600,200,1.9341448903225806E14,0.7308066210400553,0.2687153034002,4.780755597446173E-4,1,0.26872982590012673,2.473342020512298-7.354703972107877E-11i
400,300,19.999999999999996,1.9341448903225806E14,0.8998101804472004,0.09550509623436032,0.004684723318439235,1,0.09550520781433607,2.4733411003623478+3.661818601101854E-12i
400,300,109.99999999999999,1.9341448903225806E14,0.7321896447845747,0.26122186186870244,0.006588493346722855,1,0.2612220213799333,2.4733411003987604+3.3675606325762625E-11i
400,300,200,1.9341448903225806E14,0.7430291108461802,0.25538710632937967,0.001583782824440193,1,0.2553869686133352,2.4733411003838883+6.772281778376741E-11i
400,360,19.999999999999996,1.9341448903225806E14,0.867823410672399,0.1251334603056612,0.007043129021939865,1,0.12513349271264365,2.4733414103847573+2.75058212739011E-11i
400,360,109.99999999999999,1.9341448903225806E14,0.7030759537595306,0.29027928501147326,0.006644761228996157,1,0.29027947464232595,2.473340995338737+1.7580540665864068E-10i
400,360,200,1.9341448903225806E14,0.7329861722972479,0.2654458139528668,0.0015680137498852728,1,0.2654459253336702,2.4733409952769256-6.29387548894045E-12i
400,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.8427835118538397,0.14823693163646645,0.008979556509693839,1,0.14823702392203034,2.4733420503040042+1.1426701600359464E-11i
400,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.6773567326915876,0.3144319704977202,0.008211296810692196,1,0.31443201648012453,2.4733419594332027+1.718526253971613E-11i
400,419.99999999999994,200,1.9341448903225806E14,0.7198698533778715,0.2784765400677969,0.001653606554331711,1,0.278476478827466,2.473341959487214+7.537360323241733E-11i
400,480,19.999999999999996,1.9341448903225806E14,0.8253355294760761,0.16497079752307142,0.009693673000852464,1,0.16497097851271242,2.473341641208055-1.7049611155068414E-10i
400,480,109.99999999999999,1.9341448903225806E14,0.6805331547528066,0.31111378011054347,0.008353065136649927,1,0.3111137479081347,2.473341810276706+1.465554943836653E-10i
400,480,200,1.9341448903225806E14,0.7117718013356525,0.2865816054273922,0.0016465932369552443,1,0.2865813782053379,2.47334181022074+5.774041117666415E-11i
400,540,19.999999999999996,1.9341448903225806E14,0.8121784462531905,0.17814088624317925,0.009680667503630296,1,0.17814164905275467,2.473341124607548+3.066157468964871E-11i
400,540,109.99999999999999,1.9341448903225806E14,0.6795514403834128,0.313376821789891,0.007071737826696193,1,0.3133771588784496,2.473340705895699+1.9405620804320477E-11i
400,540,200,1.9341448903225806E14,0.7066360056183829,0.2918166676990561,0.0015473266825610037,1,0.29181706373274385,2.473340705849809+6.520559783324605E-11i
400,600,19.999999999999996,1.9341448903225806E14,0.8021628237237841,0.18843677665691438,0.009400399619301454,1,0.1884375817992127,2.4733143962977033+1.0561752496127934E-10i
400,600,109.99999999999999,1.9341448903225806E14,0.6715134313255112,0.3222821492765079,0.006204419397980903,1,0.32228216865817266,2.4733409014124095-1.5450312407239254E-11i
400,600,200,1.9341448903225806E14,0.699446211280705,0.2991024131275647,0.0014513755917302256,1,0.2991017051402858,2.4733409014540793+9.605934388435551E-11i
450,300,19.999999999999996,1.9341448903225806E14,0.8600882386221458,0.13352039086434986,0.006391370513504383,1,0.13352041185227406,2.4733414164692444+4.9752578367563435E-11i
450,300,109.99999999999999,1.9341448903225806E14,0.6988331481123272,0.2956266527478453,0.005540199139827473,1,0.2956266159378319,2.473341194551247-1.2186204964723628E-11i
450,300,200,1.9341448903225806E14,0.7033882613120087,0.2938040737164742,0.00280766497151703,1,0.2938039192680459,2.4733411946004686-4.707655950204903E-11i
450,360,19.999999999999996,1.9341448903225806E14,0.815013866226636,0.17538410719582664,0.009602026577537368,1,0.17538413086552687,2.4733406930157806+5.400988530032691E-11i
450,360,109.99999999999999,1.9341448903225806E14,0.6649088015189796,0.3298315504825038,0.005259647998516622,1,0.32983138929029826,2.4733409014384278-3.7331372768896425E-11i
450,360,200,1.9341448903225806E14,0.6912337493200819,0.30534238915626255,0.003423861523655548,1,0.30534250092092263,2.473340901400591-1.3036686949298242E-11i
450,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.7782777774327915,0.20969129779060136,0.012030924776607136,1,0.20969135050392626,2.473307797710624-7.274709057485278E-11i
450,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.6449769297986196,0.3474382626589039,0.007584807542476449,1,0.3474381380876372,2.4733147346123783-1.3555566832154255E-11i
450,419.99999999999994,200,1.9341448903225806E14,0.6809462470824222,0.31528481480193715,0.00376893811564056,1,0.31528492292939003,2.4733147343874347-2.0031758223769216E-10i
450,480,19.999999999999996,1.9341448903225806E14,0.750111924484999,0.23679308018432932,0.01309499533067174,1,0.23679305386317995,2.4733147955856545+1.1744872435538013E-11i
450,480,109.99999999999999,1.9341448903225806E14,0.6515585157531095,0.3411332023891338,0.007308281857756677,1,0.3411335580276804,2.473340685066418+3.540331003462325E-11i
450,480,200,1.9341448903225806E14,0.6775343197057233,0.31872987466277836,0.003735805631498365,1,0.3187299116177065,2.4733406850800437-1.3411810483133374E-11i
450,540,19.999999999999996,1.9341448903225806E14,0.729207067804442,0.2573338670771468,0.01345906511841122,1,0.25733384585051244,2.4733423670913206-1.287736895560499E-10i
450,540,109.99999999999999,1.9341448903225806E14,0.6515273287489621,0.3417857519992521,0.006686919251785814,1,0.341785774738637,2.473340507307964+8.49114094853205E-11i
450,540,200,1.9341448903225806E14,0.672461513815481,0.32374106833727634,0.003797417847242626,1,0.32374108382799033,2.4733405073598633+6.436634870680784E-12i
450,600,19.999999999999996,1.9341448903225806E14,0.7111189136427383,0.2759626339157797,0.01291845244148206,1,0.2759626272991121,2.4733145316893523+1.7937627994490802E-11i
450,600,109.99999999999999,1.9341448903225806E14,0.6475597209025834,0.3463258884599538,0.006114390637462742,1,0.3463257284879801,2.4733411341190616-4.7297466058059353E-11i
450,600,200,1.9341448903225806E14,0.6682842794673265,0.3280320207672234,0.00368369976545013,1,0.3280320891083523,2.4733411341289115-2.6981492299660955E-11i
500,300,19.999999999999996,1.9341448903225806E14,0.812602456023983,0.17990881828174599,0.0074887256942711014,1,0.17990940465774527,2.4733139892514613+6.648450961942996E-11i
500,300,109.99999999999999,1.9341448903225806E14,0.6707314190360466,0.32481443926775233,0.004454141696201043,1,0.32481457887316445,2.4733159018934394-3.285659031693791E-11i
500,300,200,1.9341448903225806E14,0.6698730901105382,0.3263395976916128,0.003787312197848973,1,0.32633951795556004,2.4733159020227466-2.2759763448322502E-10i
500,360,19.999999999999996,1.9341448903225806E14,0.75024880083221,0.238023945490351,0.011727253677438956,1,0.2380239688629765,2.473341319062319-2.7286819989343913E-11i
500,360,109.99999999999999,1.9341448903225806E14,0.6334167735375047,0.3622237114026926,0.004359515059802736,1,0.36222371680948146,2.473340913622118-4.124479691376711E-12i
500,360,200,1.9341448903225806E14,0.6540270658532356,0.3409806957376387,0.0049922384091258265,1,0.34098077704444246,2.473340913753247-5.62219796493792E-11i
500,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.6977926037229993,0.2869253439050161,0.0152820523719846,1,0.2869254790396785,2.473342077558183-2.2408470265194123E-11i
500,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.6180417148843426,0.37531984975675525,0.006638435358902203,1,0.37531982884011056,2.473341318076694-6.872543079122879E-11i
500,419.99999999999994,200,1.9341448903225806E14,0.6480812809509906,0.34604427977940944,0.005874439269599926,1,0.3460451212999971,2.4733413181959305+2.472338691501826E-11i
500,480,19.999999999999996,1.9341448903225806E14,0.6566008853145171,0.3262440157765699,0.017155098908912956,1,0.3262438166637046,2.473341476456989-1.117971729832202E-10i
500,480,109.99999999999999,1.9341448903225806E14,0.6209659327423716,0.37209259284228546,0.006941474415342966,1,0.3720925889834184,2.4733411035295796-5.4754908396124014E-11i
500,480,200,1.9341448903225806E14,0.645714577586283,0.3482682481213861,0.006017174292330831,1,0.3482685191655979,2.473341103487904-2.4140081662198536E-11i
500,540,19.999999999999996,1.9341448903225806E14,0.62545837551858,0.35653121427514955,0.01801041020627043,1,0.3565312613509528,2.4733615554583177+3.832015273647173E-11i
500,540,109.99999999999999,1.9341448903225806E14,0.620166608761938,0.3732964637663305,0.006536927471731528,1,0.3732965881093956,2.4733417894606857+3.481116148337873E-11i
500,540,200,1.9341448903225806E14,0.6433303962823104,0.350470401273125,0.006199202444564598,1,0.3504703897710242,2.473341789608254+8.593861219124689E-11i
500,600,19.999999999999996,1.9341448903225806E14,0.599113427297554,0.38381008093191127,0.017076491770534757,1,0.38380920802686785,2.4733414334822537-2.3692972841442253E-10i
500,600,109.99999999999999,1.9341448903225806E14,0.6180496596780444,0.3756120359148679,0.006338304407087709,1,0.37561208568910626,2.473340609050683-1.9586330234589133E-10i
500,600,200,1.9341448903225806E14,0.6403322597327403,0.35403662463085284,0.005631115636406792,1,0.3540370963535884,2.473340609262235+3.514030922703375E-11i
550,300,19.999999999999996,1.9341448903225806E14,0.7573299036714014,0.23447015598095744,0.008199940347641162,1,0.23447121449565436,2.473313963678077+2.0167088052835863E-11i
550,300,109.99999999999999,1.9341448903225806E14,0.650010536188678,0.3468500786227793,0.0031393851885427237,1,0.34685009527206145,2.473342127404568-2.91816647133937E-11i
550,300,200,1.9341448903225806E14,0.6352291889956125,0.36053730688621244,0.004233504118175054,1,0.3605373219521143,2.4733421274259566-6.934899930282898E-11i
550,360,19.999999999999996,1.9341448903225806E14,0.6755616301561773,0.3113077983213761,0.013130571522446517,1,0.3113077468737474,2.473340754248981+2.73041732988349E-10i
550,360,109.99999999999999,1.9341448903225806E14,0.6070017860977439,0.38944228344630394,0.0035559304559521577,1,0.3894423893492078,2.473342089861089-5.603798936304492E-12i
550,360,200,1.9341448903225806E14,0.6187072533579274,0.3759015543647922,0.005391192277280353,1,0.37590167156485776,2.4733420898417995-1.4891865416112287E-10i
550,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.6069101685601483,0.3757264817577646,0.01736334968208705,1,0.3757265245060019,2.473341879589809+4.339814082236468E-12i
550,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.5951242980417185,0.39971732715459907,0.005158374803682462,1,0.39971742396089016,2.4733411466596933-2.7795383664565694E-11i
550,419.99999999999994,200,1.9341448903225806E14,0.6116532191906752,0.3820225524556201,0.0063242283537046935,1,0.38202246019792363,2.4733411466153457-8.109440313657652E-11i
550,480,19.999999999999996,1.9341448903225806E14,0.5536340724191314,0.42627359367603757,0.02009233390483099,1,0.42627419042930975,2.4733485784404654+1.1007582340681395E-10i
550,480,109.99999999999999,1.9341448903225806E14,0.5944231131015639,0.3998063727979504,0.00577051410048567,1,0.3998062454738146,2.4733495635294602-5.68372205363918E-11i
550,480,200,1.9341448903225806E14,0.611213240408072,0.3815349902346369,0.0072517693572910664,1,0.38153557296466467,2.4733495635351024+4.156188110989046E-11i
550,540,19.999999999999996,1.9341448903225806E14,0.5120561996013385,0.46685534228573555,0.02108845811292589,1,0.46685590954247536,2.4733146668061+5.960583696326904E-11i
550,540,109.99999999999999,1.9341448903225806E14,0.5939282110309496,0.4002851496786507,0.005786639290399736,1,0.4002851477345695,2.4733138784431996-3.119067086472123E-11i
550,540,200,1.9341448903225806E14,0.6100553378317236,0.38284302122054026,0.007101640947736077,1,0.3828433602148116,2.473313878435962+3.515166193520929E-13i
550,600,19.999999999999996,1.9341448903225806E14,0.47971601676195685,0.49986929020583204,0.020414693032211068,1,0.4998693579540604,2.473314488514347+8.911731814627086E-12i
550,600,109.99999999999999,1.9341448903225806E14,0.5921831599090313,0.40202114629642427,0.005795693794544442,1,0.40202099765322546,2.4733152914442305-3.0613897456738133E-11i
550,600,200,1.9341448903225806E14,0.6078139535903674,0.38491789261829157,0.007268153791341015,1,0.3849175400929911,2.473315291620846+5.460344535264282E-11i
600,300,19.999999999999996,1.9341448903225806E14,0.6970170192656479,0.2950809514109758,0.007902029323376306,1,0.2950809762025575,2.4733417376949367+5.487906293947583E-11i
600,300,109.99999999999999,1.9341448903225806E14,0.6298884851298618,0.3685251635165425,0.0015863513535956425,1,0.3685250693447571,2.4733484153169534-4.54750076318064E-11i
600,300,200,1.9341448903225806E14,0.6042130132291196,0.3926968384268472,0.0030901483440332455,1,0.39269683454790066,2.4733484155365417-6.519138392072218E-11i
600,360,19.999999999999996,1.9341448903225806E14,0.5954856254619526,0.3914955163899525,0.01301885814809491,1,0.39149597820881793,2.4733412314156324-2.1330310422031478E-10i
600,360,109.99999999999999,1.9341448903225806E14,0.5872932406626906,0.41066202256117557,0.0020447367761337863,1,0.4106618922918856,2.47334064804423+1.8390207095028294E-12i
600,360,200,1.9341448903225806E14,0.586309832225401,0.40921974847282705,0.004470419301771967,1,0.4092197738340091,2.4733406480007343-1.4624193404235382E-11i
600,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.5146541764649947,0.4680665797729944,0.017279243762010937,1,0.46806648038625964,2.4733133734297166+2.475440793039052E-11i
600,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.5733010030363428,0.4234970595785621,0.0032019373850951595,1,0.4234971525963198,2.4733415957830314+1.7809534606247269E-10i
600,419.99999999999994,200,1.9341448903225806E14,0.5756875936712944,0.4187658186724358,0.005546587656269821,1,0.41876578284312116,2.4733415964281065-1.9118535127471523E-11i
600,480,19.999999999999996,1.9341448903225806E14,0.4496467786917729,0.5299852891688788,0.020367932139348267,1,0.5299856268150591,2.473313413747721+8.249048440497437E-11i
600,480,109.99999999999999,1.9341448903225806E14,0.5714460276965696,0.42484981140682565,0.0037041608966047568,1,0.42484977605645474,2.4733148370189997-1.153327627591166E-10i
600,480,200,1.9341448903225806E14,0.5730083166805809,0.42066516934221265,0.006326513977206376,1,0.42066528966040273,2.4733148368268445-1.5183973591866216E-11i
600,540,19.999999999999996,1.9341448903225806E14,0.40275244534942883,0.5758574938286232,0.021390060821948078,1,0.5758577509068472,2.4733427267794443+3.657199856815564E-11i
600,540,109.99999999999999,1.9341448903225806E14,0.5706342606475551,0.4256168998095883,0.003748839542856621,1,0.42561728035803925,2.4733402425108277-2.6192972406579985E-11i
600,540,200,1.9341448903225806E14,0.5753598504119213,0.41825244426859887,0.006387705319479907,1,0.41825052249256034,2.473340242188721+8.154714147638483E-11i
600,600,19.999999999999996,1.9341448903225806E14,0.3713648685942202,0.6086583308297648,0.01997680057601493,1,0.608658255122219,2.4733408879191163+5.187384203442772E-11i
600,600,109.99999999999999,1.9341448903225806E14,0.5700102130235755,0.426156811313086,0.003832975663338564,1,0.4261568483306009,2.4733035051030794-2.5381037972136717E-10i
600,600,200,1.9341448903225806E14,0.575201819292747,0.41830670621543276,0.006491474491820196,1,0.4183062895305198,2.47330350533503-3.034897235701474E-11i
650,300,19.999999999999996,1.9341448903225806E14,0.6351232317432083,0.358254924206335,0.006621844050456697,1,0.35825467670556554,2.473341180788132+1.429209367366562E-12i
650,300,109.99999999999999,1.9341448903225806E14,0.6060338748823663,0.393377257487452,5.888676301817656E-4,1,0.39337749097416685,2.4733411806952184+1.4076398056292788E-10i
650,300,200,1.9341448903225806E14,0.5763441485377953,0.4217286560656962,0.001927195396508593,1,0.4217286713122098,2.473341180880353-4.235540253597186E-12i
650,360,19.999999999999996,1.9341448903225806E14,0.5154271492525884,0.47352134766000187,0.011051503087409766,1,0.4735213236513908,2.4733111948156132+1.5205174871928377E-12i
650,360,109.99999999999999,1.9341448903225806E14,0.5686874069471686,0.4306652614794223,6.473315734091635E-4,1,0.43066535827548874,2.4733404875963094+3.1962863762776676E-11i
650,360,200,1.9341448903225806E14,0.5577146718241411,0.43945701623858746,0.002828311937271349,1,0.43945685694167863,2.4733404868717446-1.0417609686708873E-9i
650,419.99999999999994,19.999999999999996,1.9341448903225806E14,0.422905186142994,0.5622920857109157,0.014802728146090353,1,0.5622920152418965,2.473315709807659-2.5656639725517602E-11i
650,419.99999999999994,109.99999999999999,1.9341448903225806E14,0.550582014987029,0.4483869347695272,0.0010310502434438098,1,0.4483866685330405,2.473313366208379+1.3206333316154547E-11i
650,419.99999999999994,200,1.9341448903225806E14,0.5495925141434808,0.44667467615529666,0.0037328097012225723,1,0.446674579397528,2.473313366204448-2.3234282974988318E-11i
650,480,19.999999999999996,1.9341448903225806E14,0.3548316862776303,0.6278720047155226,0.017296309006847123,1,0.6278719796393039,2.4733148598232813+5.839291656436588E-12i
650,480,109.99999999999999,1.9341448903225806E14,0.5482474821448096,0.4503920685367726,0.0013604493184178354,1,0.45039151012353973,2.473314795829638-2.721610680156507E-11i
650,480,200,1.9341448903225806E14,0.5471764092894904,0.44856379893030307,0.004259791780206572,1,0.44856378796727203,2.4733147958582817+4.9197086199640526E-11i
650,540,19.999999999999996,1.9341448903225806E14,0.3083999874021217,0.6734186188174065,0.018181393780471795,1,0.6734187100384731,2.4733033816046204+6.684572685863537E-11i
650,540,109.99999999999999,1.9341448903225806E14,0.5457583598208636,0.45268552810712315,0.00155611207201322,1,0.45268563610843054,2.473303142004582+9.073207765277091E-11i
650,540,200,1.9341448903225806E14,0.5473398968806517,0.4477361748207618,0.004923928298586606,1,0.44773758495634375,2.473303141956732+1.0036094228255896E-10i
650,600,19.999999999999996,1.9341448903225806E14,0.29027773353097186,0.6953606407373912,0.014361625731636879,1,0.6953609150242599,2.4733701703676965+1.0384988876818081E-12i
650,600,109.99999999999999,1.9341448903225806E14,0.5444772063798744,0.4540462876005307,0.0014765060195949709,1,0.45404618014013176,2.4733702401519935-3.3673728644838184E-11i
